City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
325,ulladulla,-35.35,150.4667,19.870000000000005,65,25,2.85,AU,36000
326,kosh-agach,50.0,88.6667,15.5,30,96,9.42,RU,25200
327,alamosa,37.4695,-105.87,6.990000000000009,70,0,2.57,US,-21600
328,east ballina,-28.8667,153.5833,20.560000000000002,80,9,3.48,AU,36000
329,antalaha,-14.9003,50.2788,27.220000000000027,64,3,2.7,MG,10800
330,bequimao,-2.4489,-44.7825,22.57000000000005,98,71,0.78,BR,-10800
331,vorkuta,67.5,64.0,-3.409999999999968,81,20,3.19,RU,10800
332,pak phanang,8.3511,100.202,35.58000000000004,58,59,3.93,TH,25200
333,coronel dorrego,-38.7187,-61.2873,12.340000000000032,46,99,7.51,AR,-10800
334,siuri,23.9167,87.5333,34.120000000000005,12,100,2.31,IN,19800
335,haiku-pauwela,20.9219,-156.3051,23.360000000000014,64,20,6.17,US,-36000
336,port blair,11.6667,92.75,30.04000000000002,73,96,9.2,IN,19800
337,colonia,50.9333,6.95,13.79000000000002,89,75,2.57,DE,7200
338,tezu,27.9167,96.1667,35.18000000000001,22,60,2.12,IN,19800
339,remire-montjoly,4.9167,-52.2667,24.02000000000004,94,100,1.03,GF,-10800
340,lucheng,31.2336,117.2806,25.060000000000002,40,4,1.54,CN,28800
341,conceicao da barra,-18.5933,-39.7322,22.75,90,100,2.08,BR,-10800
